[DEBUG] 2021-04-28 17:56:51.313 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-04-28 17:56:51.313 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-04-28 17:56:51.329 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-04-28 17:56:51.485 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-04-28 17:56:51.485 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-04-28 17:56:51.907 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [null] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-04-28 17:56:51.907 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-04-28 17:56:51.907 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-04-28 17:56:52.454 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-04-28 17:56:52.501 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-04-28 17:56:52.516 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-04-28 17:56:52.563 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-04-28 17:56:52.641 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@65a48602
[DEBUG] 2021-04-28 17:56:52.641 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@65a48602
[DEBUG] 2021-04-28 17:56:52.641 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@65a48602
[DEBUG] 2021-04-28 17:56:52.641 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@1f11f64e
[DEBUG] 2021-04-28 17:56:52.641 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@612e21b9
[DEBUG] 2021-04-28 17:56:52.641 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@7718a40f
[DEBUG] 2021-04-28 17:56:52.641 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@216e0771
[DEBUG] 2021-04-28 17:56:52.641 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@216e0771
[DEBUG] 2021-04-28 17:56:52.641 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@216e0771
[DEBUG] 2021-04-28 17:56:52.657 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@dc79225
[DEBUG] 2021-04-28 17:56:52.657 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@dc79225
[DEBUG] 2021-04-28 17:56:52.657 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@dc79225
[DEBUG] 2021-04-28 17:56:52.657 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@fd9ebde
[DEBUG] 2021-04-28 17:56:52.657 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@fd9ebde
[DEBUG] 2021-04-28 17:56:52.657 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@fd9ebde
[DEBUG] 2021-04-28 17:56:52.657 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@33899f7a
