[DEBUG] 2021-07-07 23:09:40.690 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-07-07 23:09:40.706 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-07-07 23:09:40.706 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[DEBUG] 2021-07-07 23:09:40.784 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.search.mapper.orm.bootstrap.impl.HibernateSearchIntegrator].
[INFO ] 2021-07-07 23:09:40.925 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-07-07 23:09:40.925 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-07-07 23:09:41.284 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [null] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-07-07 23:09:41.284 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-07-07 23:09:41.284 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-07-07 23:09:41.706 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-07-07 23:09:41.706 [main] ServiceBinding - Overriding existing service binding [org.hibernate.search.mapper.orm.mapping.impl.HibernateSearchContextProviderService]
[DEBUG] 2021-07-07 23:09:41.737 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-07-07 23:09:41.737 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-07-07 23:09:41.768 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
[DEBUG] 2021-07-07 23:09:41.831 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@1a2bcd56
[DEBUG] 2021-07-07 23:09:41.831 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@1a2bcd56
[DEBUG] 2021-07-07 23:09:41.831 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@1a2bcd56
[DEBUG] 2021-07-07 23:09:41.831 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@5679e96b
[DEBUG] 2021-07-07 23:09:41.831 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@56a4f272
[DEBUG] 2021-07-07 23:09:41.831 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@3c87e6b7
[DEBUG] 2021-07-07 23:09:41.847 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@455c1d8c
[DEBUG] 2021-07-07 23:09:41.847 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@455c1d8c
[DEBUG] 2021-07-07 23:09:41.847 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@455c1d8c
[DEBUG] 2021-07-07 23:09:41.847 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@a92be4f
[DEBUG] 2021-07-07 23:09:41.847 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@a92be4f
[DEBUG] 2021-07-07 23:09:41.847 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@a92be4f
