[DEBUG] 2021-06-25 00:26:58.151 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-06-25 00:26:58.167 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-06-25 00:26:58.167 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[DEBUG] 2021-06-25 00:26:58.198 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.search.mapper.orm.bootstrap.impl.HibernateSearchIntegrator].
[INFO ] 2021-06-25 00:26:58.307 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-06-25 00:26:58.307 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-06-25 00:26:58.557 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [null] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-06-25 00:26:58.557 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-06-25 00:26:58.557 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-06-25 00:26:58.964 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-06-25 00:26:58.964 [main] ServiceBinding - Overriding existing service binding [org.hibernate.search.mapper.orm.mapping.impl.HibernateSearchContextProviderService]
[DEBUG] 2021-06-25 00:26:58.995 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-06-25 00:26:58.995 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-06-25 00:26:59.026 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@cb7fa71
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@cb7fa71
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@cb7fa71
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@654c7d2d
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@1e7ab390
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@6cd64ee8
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@68d7a2df
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@68d7a2df
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@68d7a2df
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@56a4f272
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@56a4f272
[DEBUG] 2021-06-25 00:26:59.089 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@56a4f272
