[DEBUG] 2021-04-29 15:34:47.656 [http-nio-8080-exec-7] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-04-29 15:34:47.663 [http-nio-8080-exec-7] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-04-29 15:34:47.678 [http-nio-8080-exec-7] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-04-29 15:34:47.919 [http-nio-8080-exec-7] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-04-29 15:34:47.925 [http-nio-8080-exec-7] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-04-29 15:34:48.361 [http-nio-8080-exec-7] LocalXmlResourceResolver - Interpreting public/system identifier : [null] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-04-29 15:34:48.363 [http-nio-8080-exec-7] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-04-29 15:34:48.404 [http-nio-8080-exec-7] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-04-29 15:34:49.093 [http-nio-8080-exec-7] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-04-29 15:34:49.152 [http-nio-8080-exec-7] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-04-29 15:34:49.157 [http-nio-8080-exec-7] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-04-29 15:34:49.238 [http-nio-8080-exec-7] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-04-29 15:34:49.366 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3381f1fe
[DEBUG] 2021-04-29 15:34:49.366 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3381f1fe
[DEBUG] 2021-04-29 15:34:49.366 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@3381f1fe
[DEBUG] 2021-04-29 15:34:49.368 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@17156f9d
[DEBUG] 2021-04-29 15:34:49.369 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@6518261f
[DEBUG] 2021-04-29 15:34:49.371 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@1010291a
[DEBUG] 2021-04-29 15:34:49.373 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@40621a22
[DEBUG] 2021-04-29 15:34:49.374 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@40621a22
[DEBUG] 2021-04-29 15:34:49.374 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@40621a22
[DEBUG] 2021-04-29 15:34:49.376 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@54fb538
[DEBUG] 2021-04-29 15:34:49.377 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@54fb538
[DEBUG] 2021-04-29 15:34:49.377 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@54fb538
[DEBUG] 2021-04-29 15:34:49.380 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@3686a67f
[DEBUG] 2021-04-29 15:34:49.380 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@3686a67f
[DEBUG] 2021-04-29 15:34:49.380 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@3686a67f
[DEBUG] 2021-04-29 15:34:49.383 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@2c978a44
[DEBUG] 2021-04-29 15:34:49.384 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@2c978a44
[DEBUG] 2021-04-29 15:34:49.384 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@2c978a44
[DEBUG] 2021-04-29 15:34:49.388 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@7316e767
[DEBUG] 2021-04-29 15:34:49.388 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@7316e767
[DEBUG] 2021-04-29 15:34:49.388 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@7316e767
[DEBUG] 2021-04-29 15:34:49.393 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@8679abb
[DEBUG] 2021-04-29 15:34:49.393 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@8679abb
[DEBUG] 2021-04-29 15:34:49.393 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@8679abb
[DEBUG] 2021-04-29 15:34:49.398 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@1e6d4a66
[DEBUG] 2021-04-29 15:34:49.398 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@1e6d4a66
[DEBUG] 2021-04-29 15:34:49.398 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@1e6d4a66
[DEBUG] 2021-04-29 15:34:49.402 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@24c16c1d
[DEBUG] 2021-04-29 15:34:49.402 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@24c16c1d
[DEBUG] 2021-04-29 15:34:49.405 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@3c03146c
[DEBUG] 2021-04-29 15:34:49.405 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@3c03146c
[DEBUG] 2021-04-29 15:34:49.408 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@1592d0b7
[DEBUG] 2021-04-29 15:34:49.408 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@1592d0b7
[DEBUG] 2021-04-29 15:34:49.410 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@69d8168b
[DEBUG] 2021-04-29 15:34:49.411 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@24868a46
[DEBUG] 2021-04-29 15:34:49.414 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@50c99589
[DEBUG] 2021-04-29 15:34:49.414 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@50c99589
[DEBUG] 2021-04-29 15:34:49.417 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@59f6895c
[DEBUG] 2021-04-29 15:34:49.418 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@59f6895c
[DEBUG] 2021-04-29 15:34:49.432 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@41968692
[DEBUG] 2021-04-29 15:34:49.432 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@41968692
[DEBUG] 2021-04-29 15:34:49.436 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@4a55c5b5
[DEBUG] 2021-04-29 15:34:49.436 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@4a55c5b5
[DEBUG] 2021-04-29 15:34:49.441 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@61ca4aad
[DEBUG] 2021-04-29 15:34:49.441 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@61ca4aad
[DEBUG] 2021-04-29 15:34:49.445 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@7e11dcf8
[DEBUG] 2021-04-29 15:34:49.445 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@7e11dcf8
[DEBUG] 2021-04-29 15:34:49.451 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@70634dff
[DEBUG] 2021-04-29 15:34:49.451 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@70634dff
[DEBUG] 2021-04-29 15:34:49.456 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@508eaafc
[DEBUG] 2021-04-29 15:34:49.456 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@508eaafc
[DEBUG] 2021-04-29 15:34:49.461 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@3a94cc3b
[DEBUG] 2021-04-29 15:34:49.461 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@3a94cc3b
[DEBUG] 2021-04-29 15:34:49.465 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@38cf352e
[DEBUG] 2021-04-29 15:34:49.466 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@38cf352e
[DEBUG] 2021-04-29 15:34:49.468 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@59091eca
[DEBUG] 2021-04-29 15:34:49.468 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@59091eca
[DEBUG] 2021-04-29 15:34:49.471 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@2e748a60
[DEBUG] 2021-04-29 15:34:49.471 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@2e748a60
[DEBUG] 2021-04-29 15:34:49.472 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@2e748a60
[DEBUG] 2021-04-29 15:34:49.475 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@6991bb15
[DEBUG] 2021-04-29 15:34:49.477 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@16df1a5
[DEBUG] 2021-04-29 15:34:49.477 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@16df1a5
[DEBUG] 2021-04-29 15:34:49.478 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@16df1a5
[DEBUG] 2021-04-29 15:34:49.479 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@93dc2c9
[DEBUG] 2021-04-29 15:34:49.482 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@3130df0c
[DEBUG] 2021-04-29 15:34:49.482 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@3130df0c
[DEBUG] 2021-04-29 15:34:49.486 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@a1b0f62
[DEBUG] 2021-04-29 15:34:49.486 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@a1b0f62
[DEBUG] 2021-04-29 15:34:49.489 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@1f3505cb
[DEBUG] 2021-04-29 15:34:49.489 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@1f3505cb
[DEBUG] 2021-04-29 15:34:49.491 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@404a6e63
[DEBUG] 2021-04-29 15:34:49.491 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@404a6e63
[DEBUG] 2021-04-29 15:34:49.494 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@68de74f7
[DEBUG] 2021-04-29 15:34:49.494 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@68de74f7
[DEBUG] 2021-04-29 15:34:49.495 [http-nio-8080-exec-7] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@3676cc52
